,CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,HOUSING_PSA,JURISDICTION_CODE,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PATROL_BORO,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,STATION_NAME,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,New Georeferenced Column
212106,603500820,13,MANHATTAN,07/28/2021,18:35:00,07/28/2021,18:37:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN SOUTH,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",TRANSIT - NYC SUBWAY,07/28/2021,14 STREET,25-44,WHITE HISPANIC,M,4.0,UNKNOWN,UNKNOWN,E,987048,206851,40.73444264900007,-73.98990537699996,"(40.73444264900007, -73.98990537699996)",POINT (-73.98990537699996 40.73444264900007)
212148,243684287,40,BRONX,07/10/2021,21:00:00,07/10/2021,21:30:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO BRONX,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",TRANSIT - NYC SUBWAY,07/29/2021,149 ST.-GRAND CONCOURSE,18-24,WHITE HISPANIC,M,11.0,<18,WHITE HISPANIC,M,1004368,237509,40.81856833900008,-73.92731755899997,"(40.81856833900008, -73.92731755899997)",POINT (-73.92731755899997 40.81856833900008)
212163,376456008,40,BRONX,07/01/2021,13:44:00,,,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,273.0,"TAMPERING 1,CRIMINAL",TRANSIT - NYC SUBWAY,07/29/2021,3 AVENUE-149 STREET,25-44,BLACK,M,12.0,UNKNOWN,UNKNOWN,E,1007046,236603,40.81607511900006,-73.91764535299995,"(40.81607511900006, -73.91764535299995)",POINT (-73.91764535299995 40.81607511900006)
212181,134781150,13,MANHATTAN,07/25/2021,09:00:00,07/25/2021,09:30:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN SOUTH,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",TRANSIT - NYC SUBWAY,07/25/2021,14 STREET,UNKNOWN,UNKNOWN,U,2.0,UNKNOWN,UNKNOWN,D,984338,208351,40.73856022100006,-73.99968389599996,"(40.73856022100006, -73.99968389599996)",POINT (-73.99968389599996 40.73856022100006)
212231,708347773,52,BRONX,08/01/2021,04:00:00,08/01/2021,14:10:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",TRANSIT - NYC SUBWAY,08/01/2021,WOODLAWN,,,,11.0,UNKNOWN,UNKNOWN,D,1017983,262622,40.88745450300007,-73.87800190799999,"(40.88745450300007, -73.87800190799999)",POINT (-73.87800190799999 40.88745450300007)
212324,574509945,44,BRONX,07/24/2021,02:45:00,07/24/2021,09:40:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO BRONX,408.0,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)",TRANSIT - NYC SUBWAY,07/24/2021,170 STREET,,,,11.0,25-44,WHITE HISPANIC,M,1007027,245405,40.84023413800003,-73.91768411399994,"(40.84023413800003, -73.91768411399994)",POINT (-73.91768411399994 40.84023413800003)
212416,410275295,14,MANHATTAN,07/27/2021,12:25:00,07/27/2021,12:27:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,235,MISDEMEANOR,,DANGEROUS DRUGS,,PATROL BORO MAN SOUTH,511.0,"CONTROLLED SUBSTANCE, POSSESSI",TRANSIT - NYC SUBWAY,07/27/2021,42 ST.-PORT AUTHORITY BUS TERM,45-64,WHITE,M,1.0,UNKNOWN,UNKNOWN,E,987341,215631,40.75854145200003,-73.988844106,"(40.75854145200003, -73.988844106)",POINT (-73.988844106 40.75854145200003)
212418,441668044,17,MANHATTAN,07/27/2021,17:50:00,07/27/2021,18:05:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO MAN SOUTH,398.0,"ROBBERY,PUBLIC PLACE INSIDE",TRANSIT - NYC SUBWAY,07/27/2021,51 STREET,18-24,BLACK,M,4.0,18-24,BLACK,F,992033,215119,40.75713325800007,-73.97190835199996,"(40.75713325800007, -73.97190835199996)",POINT (-73.97190835199996 40.75713325800007)
212468,139056336,66,BROOKLYN,07/24/2021,02:52:00,07/25/2021,04:42:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BKLYN SOUTH,268.0,CRIMINAL MIS 2 & 3,TRANSIT FACILITY (OTHER),07/26/2021,CHURCH AVENUE,UNKNOWN,UNKNOWN,U,30.0,UNKNOWN,UNKNOWN,D,989955,173465,40.64280434500005,-73.97944426599996,"(40.64280434500005, -73.97944426599996)",POINT (-73.97944426599996 40.64280434500005)
212518,384087178,100,QUEENS,07/27/2021,19:00:00,07/27/2021,19:10:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,106,FELONY,,FELONY ASSAULT,,PATROL BORO QUEENS SOUTH,109.0,"ASSAULT 2,1,UNCLASSIFIED",TRANSIT - NYC SUBWAY,07/27/2021,BROAD CHANNEL,UNKNOWN,WHITE HISPANIC,U,23.0,18-24,WHITE HISPANIC,F,1035328,160816,40.60794011900003,-73.81604493299993,"(40.60794011900003, -73.81604493299993)",POINT (-73.81604493299993 40.60794011900003)
212537,324765693,6,MANHATTAN,07/30/2021,04:10:00,07/30/2021,04:20:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN SOUTH,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,07/30/2021,8 AVENUE,UNKNOWN,BLACK,M,2.0,25-44,WHITE HISPANIC,F,983551,208788,40.739759650000046,-74.00252386299998,"(40.739759650000046, -74.00252386299998)",POINT (-74.00252386299998 40.739759650000046)
212544,830120754,44,BRONX,06/02/2021,15:34:00,,,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,273.0,"TAMPERING 1,CRIMINAL",TRANSIT - NYC SUBWAY,07/29/2021,161 ST.-YANKEE STADIUM,25-44,BLACK,M,11.0,UNKNOWN,UNKNOWN,E,1004749,240880,40.827819901000055,-73.92593075599996,"(40.827819901000055, -73.92593075599996)",POINT (-73.92593075599996 40.827819901000055)
212570,707575372,52,BRONX,07/31/2021,13:55:00,,,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",TRANSIT - NYC SUBWAY,07/31/2021,WOODLAWN,UNKNOWN,UNKNOWN,U,11.0,UNKNOWN,UNKNOWN,D,1017983,262622,40.88745450300007,-73.87800190799999,"(40.88745450300007, -73.87800190799999)",POINT (-73.87800190799999 40.88745450300007)
212656,243513279,77,BROOKLYN,07/27/2021,15:33:00,07/27/2021,16:28:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,113,FELONY,,FORGERY,,PATROL BORO BKLYN NORTH,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",TRANSIT - NYC SUBWAY,07/27/2021,UTICA AVE.-CROWN HEIGHTS,,,,32.0,UNKNOWN,UNKNOWN,E,1003358,182945,40.66880609300006,-73.93112156699993,"(40.66880609300006, -73.93112156699993)",POINT (-73.93112156699993 40.66880609300006)
212669,604375469,33,MANHATTAN,07/28/2021,11:25:00,07/28/2021,11:32:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,113,FELONY,,FORGERY,,PATROL BORO MAN NORTH,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",TRANSIT - NYC SUBWAY,07/28/2021,175 STREET,18-24,ASIAN / PACIFIC ISLANDER,M,3.0,UNKNOWN,UNKNOWN,E,1000833,247693,40.84652783100006,-73.94006390799996,"(40.84652783100006, -73.94006390799996)",POINT (-73.94006390799996 40.84652783100006)
212687,633548261,101,QUEENS,07/31/2021,18:30:00,07/31/2021,18:43:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO QUEENS SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",TRANSIT - NYC SUBWAY,07/31/2021,FAR ROCKAWAY-MOTT AVE.,25-44,BLACK HISPANIC,U,23.0,25-44,WHITE,M,1052559,159711,40.60479105900004,-73.75399925399995,"(40.604791059000036, -73.75399925399995)",POINT (-73.75399925399995 40.604791059000036)
212688,624833035,33,MANHATTAN,07/26/2021,09:20:00,07/26/2021,09:30:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,233,MISDEMEANOR,,SEX CRIMES,,PATROL BORO MAN NORTH,175.0,"SEXUAL ABUSE 3,2",TRANSIT - NYC SUBWAY,07/26/2021,157 STREET,25-44,BLACK,M,3.0,25-44,BLACK HISPANIC,F,1001936,245282,40.83990820100007,-73.93608358699998,"(40.83990820100007, -73.93608358699998)",POINT (-73.93608358699998 40.83990820100007)
212689,786736653,52,BRONX,07/24/2021,17:40:00,07/24/2021,18:29:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",TRANSIT - NYC SUBWAY,07/25/2021,WOODLAWN,UNKNOWN,UNKNOWN,U,11.0,UNKNOWN,UNKNOWN,D,1017983,262622,40.88745450300007,-73.87800190799999,"(40.88745450300007, -73.87800190799999)",POINT (-73.87800190799999 40.88745450300007)
212721,451993097,103,QUEENS,07/26/2021,19:00:00,07/26/2021,19:50:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,113,FELONY,,FORGERY,,PATROL BORO QUEENS SOUTH,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",TRANSIT - NYC SUBWAY,07/26/2021,PARSONS/ARCHER-JAMAICA CENTER,18-24,BLACK,M,20.0,UNKNOWN,UNKNOWN,E,1039726,195270,40.702482133000046,-73.799922252,"(40.702482133000046, -73.799922252)",POINT (-73.799922252 40.702482133000046)
212801,299046696,73,BROOKLYN,07/24/2021,20:30:00,07/24/2021,20:49:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,359,MISDEMEANOR,,OFFENSES AGAINST PUBLIC ADMINI,,PATROL BORO BKLYN NORTH,759.0,"PUBLIC ADMINISTATION,UNCLASS M",TRANSIT - NYC SUBWAY,07/24/2021,BROADWAY-EASTERN PKWY,25-44,BLACK,M,33.0,UNKNOWN,UNKNOWN,E,1010719,186857,40.67952470300003,-73.90457153799997,"(40.67952470300003, -73.90457153799997)",POINT (-73.90457153799997 40.67952470300003)
212827,940585183,114,QUEENS,07/30/2021,08:30:00,07/30/2021,08:45:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,233,MISDEMEANOR,,SEX CRIMES,,PATROL BORO QUEENS NORTH,175.0,"SEXUAL ABUSE 3,2",TRANSIT - NYC SUBWAY,07/30/2021,21 ST.-QUEENSBRIDGE,UNKNOWN,BLACK,M,20.0,45-64,BLACK,F,1007654,219564,40.76930608700008,-73.91550817999997,"(40.76930608700008, -73.91550817999997)",POINT (-73.91550817999997 40.76930608700008)
212929,798322172,71,BROOKLYN,07/30/2021,15:50:00,07/30/2021,15:59:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BKLYN SOUTH,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",TRANSIT - NYC SUBWAY,07/30/2021,PRESIDENT STREET,UNKNOWN,UNKNOWN,U,32.0,UNKNOWN,UNKNOWN,D,997935,182677,40.66808053600005,-73.95067075499998,"(40.66808053600005, -73.95067075499998)",POINT (-73.95067075499998 40.66808053600005)
212974,834302049,52,BRONX,08/01/2021,17:40:00,08/01/2021,17:45:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",TRANSIT - NYC SUBWAY,08/01/2021,WOODLAWN,UNKNOWN,UNKNOWN,U,11.0,UNKNOWN,UNKNOWN,D,1017983,262622,40.88745450300007,-73.87800190799999,"(40.88745450300007, -73.87800190799999)",POINT (-73.87800190799999 40.88745450300007)
213030,998370248,19,MANHATTAN,07/26/2021,08:10:00,07/26/2021,08:12:00,COMPLETED,,,0.0,N.Y. POLICE DEPT,109,FELONY,FRONT OF,GRAND LARCENY,,PATROL BORO MAN NORTH,415.0,"LARCENY,GRAND FROM PERSON,PICK",STREET,07/26/2021,86 STREET,25-44,BLACK,M,4.0,45-64,WHITE,F,996773,223149,40.77916808200007,-73.95478414599995,"(40.77916808200007, -73.95478414599995)",POINT (-73.95478414599995 40.77916808200007)
213044,503361996,68,BROOKLYN,07/28/2021,05:16:00,07/28/2021,05:16:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BKLYN SOUTH,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",TRANSIT - NYC SUBWAY,08/02/2021,86 STREET,UNKNOWN,UNKNOWN,U,34.0,UNKNOWN,UNKNOWN,D,976380,166180,40.62280690000005,-74.02835139899997,"(40.62280690000005, -74.02835139899997)",POINT (-74.02835139899997 40.62280690000005)
213072,120204176,108,QUEENS,08/01/2021,06:40:00,08/01/2021,06:50:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,361,MISDEMEANOR,,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO QUEENS NORTH,661.0,"LEWDNESS,PUBLIC",TRANSIT - NYC SUBWAY,08/01/2021,46 STREET,UNKNOWN,BLACK,M,20.0,25-44,ASIAN / PACIFIC ISLANDER,F,1006778,210039,40.743164671000045,-73.91870263199996,"(40.743164671000045, -73.91870263199996)",POINT (-73.91870263199996 40.743164671000045)
213169,269040819,79,BROOKLYN,05/15/2021,15:32:00,,,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BKLYN NORTH,273.0,"TAMPERING 1,CRIMINAL",TRANSIT - NYC SUBWAY,08/02/2021,NOSTRAND AVENUE,25-44,BLACK,M,30.0,UNKNOWN,UNKNOWN,E,998241,187165,40.68039860900007,-73.94955839299998,"(40.68039860900007, -73.94955839299998)",POINT (-73.94955839299998 40.68039860900007)
213454,997431639,76,BROOKLYN,07/28/2021,22:15:00,07/28/2021,22:30:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO BKLYN SOUTH,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",TRANSIT - NYC SUBWAY,07/29/2021,CARROLL STREET,<18,WHITE HISPANIC,M,30.0,25-44,WHITE HISPANIC,M,985733,187216,40.680549523000025,-73.99465463499997,"(40.680549523000025, -73.99465463499997)",POINT (-73.99465463499997 40.680549523000025)
213499,631037834,62,BROOKLYN,07/31/2021,22:30:00,07/31/2021,22:35:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BKLYN SOUTH,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",TRANSIT - NYC SUBWAY,07/31/2021,79 STREET,25-44,WHITE,F,34.0,18-24,WHITE,F,984367,162853,40.613678470000025,-73.99958003099994,"(40.613678470000025, -73.99958003099994)",POINT (-73.99958003099994 40.613678470000025)
213534,291784430,28,MANHATTAN,07/29/2021,20:15:00,07/29/2021,20:20:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO MAN NORTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",TRANSIT - NYC SUBWAY,07/30/2021,110 ST.-CENTRAL PARK NORTH,25-44,BLACK,F,3.0,25-44,ASIAN / PACIFIC ISLANDER,F,997535,230317,40.798841208000056,-73.95201858499998,"(40.798841208000056, -73.95201858499998)",POINT (-73.95201858499998 40.798841208000056)
213577,342800274,52,BRONX,07/27/2021,16:30:00,07/27/2021,16:38:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,235,MISDEMEANOR,,DANGEROUS DRUGS,,PATROL BORO BRONX,511.0,"CONTROLLED SUBSTANCE, POSSESSI",TRANSIT - NYC SUBWAY,07/27/2021,KINGSBRIDGE ROAD,25-44,BLACK HISPANIC,M,11.0,UNKNOWN,UNKNOWN,E,1013463,254828,40.86607851200006,-73.89438301399997,"(40.86607851200006, -73.89438301399997)",POINT (-73.89438301399997 40.86607851200006)
213659,766517859,67,BROOKLYN,07/24/2021,01:05:00,07/24/2021,01:15:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,235,MISDEMEANOR,,DANGEROUS DRUGS,,PATROL BORO BKLYN SOUTH,511.0,"CONTROLLED SUBSTANCE, POSSESSI",TRANSIT - NYC SUBWAY,07/24/2021,BEVERLY ROAD,25-44,BLACK,M,32.0,UNKNOWN,UNKNOWN,E,998413,174319,40.64513890500008,-73.94896524799998,"(40.645138905000074, -73.94896524799998)",POINT (-73.94896524799998 40.645138905000074)
213672,749298064,44,BRONX,07/27/2021,06:49:00,07/27/2021,06:59:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,233,MISDEMEANOR,,SEX CRIMES,,PATROL BORO BRONX,175.0,"SEXUAL ABUSE 3,2",TRANSIT - NYC SUBWAY,07/27/2021,161 ST.-YANKEE STADIUM,45-64,WHITE,M,11.0,25-44,WHITE HISPANIC,F,1006434,244344,40.83732351100008,-73.91983075699994,"(40.83732351100008, -73.91983075699994)",POINT (-73.91983075699994 40.83732351100008)
213683,614449413,14,MANHATTAN,07/24/2021,15:41:00,07/24/2021,16:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO MAN SOUTH,406.0,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",TRANSIT - NYC SUBWAY,07/24/2021,34 ST.-PENN STATION,25-44,BLACK,M,2.0,25-44,WHITE HISPANIC,F,986061,213320,40.75219869800003,-73.99346504499994,"(40.75219869800003, -73.99346504499994)",POINT (-73.99346504499994 40.75219869800003)
213721,199783901,43,BRONX,07/29/2021,18:00:00,07/29/2021,18:05:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BRONX,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,07/29/2021,EAST 177 ST.-PARKCHESTER,,,,12.0,45-64,ASIAN / PACIFIC ISLANDER,M,1020219,239110,40.82291230800007,-73.87004130399998,"(40.82291230800007, -73.87004130399998)",POINT (-73.87004130399998 40.82291230800007)
213723,519267559,14,MANHATTAN,07/27/2021,17:30:00,07/27/2021,17:37:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,343,MISDEMEANOR,,THEFT OF SERVICES,,PATROL BORO MAN SOUTH,475.0,UNAUTH. SALE OF TRANS. SERVICE,TRANSIT - NYC SUBWAY,07/27/2021,34 STREET,,,,2.0,UNKNOWN,UNKNOWN,E,987526,211899,40.74829799100007,-73.98817814399997,"(40.74829799100007, -73.98817814399997)",POINT (-73.98817814399997 40.74829799100007)
213741,557240604,18,MANHATTAN,07/26/2021,10:25:00,07/26/2021,10:35:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,361,MISDEMEANOR,,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO MAN SOUTH,661.0,"LEWDNESS,PUBLIC",TRANSIT - NYC SUBWAY,07/26/2021,5 AVENUE,UNKNOWN,BLACK,M,1.0,25-44,WHITE,F,990946,216319,40.76042784200007,-73.97583073299995,"(40.76042784200007, -73.97583073299995)",POINT (-73.97583073299995 40.76042784200007)
213838,104019358,45,BRONX,07/26/2021,01:10:00,,,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",TRANSIT - NYC SUBWAY,07/26/2021,PELHAM BAY PARK,,,,12.0,UNKNOWN,UNKNOWN,D,1032091,241976,40.83072232800004,-73.82712605899997,"(40.83072232800004, -73.82712605899997)",POINT (-73.82712605899997 40.83072232800004)
213868,193406694,28,MANHATTAN,07/30/2021,13:30:00,07/30/2021,13:33:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,235,MISDEMEANOR,,DANGEROUS DRUGS,,PATROL BORO MAN NORTH,511.0,"CONTROLLED SUBSTANCE, POSSESSI",TRANSIT - NYC SUBWAY,07/30/2021,110 ST.-CENTRAL PARK NORTH,65+,BLACK,M,3.0,UNKNOWN,UNKNOWN,E,997535,230317,40.798841208000056,-73.95201858499998,"(40.798841208000056, -73.95201858499998)",POINT (-73.95201858499998 40.798841208000056)
213926,444560932,52,BRONX,07/31/2021,12:02:00,,,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",TRANSIT - NYC SUBWAY,07/31/2021,WOODLAWN,UNKNOWN,UNKNOWN,U,11.0,UNKNOWN,UNKNOWN,D,1017983,262622,40.88745450300007,-73.87800190799999,"(40.88745450300007, -73.87800190799999)",POINT (-73.87800190799999 40.88745450300007)
213933,122240121,5,MANHATTAN,08/01/2021,10:30:00,,,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,361,MISDEMEANOR,,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO MAN SOUTH,661.0,"LEWDNESS,PUBLIC",TRANSIT - NYC SUBWAY,08/01/2021,PRINCE STREET,UNKNOWN,BLACK,M,4.0,18-24,WHITE,F,984864,203135,40.72424355500005,-73.99778627999996,"(40.72424355500005, -73.99778627999996)",POINT (-73.99778627999996 40.72424355500005)
213952,292853219,1,MANHATTAN,07/27/2021,05:00:00,07/27/2021,05:07:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO MAN SOUTH,408.0,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)",TRANSIT - NYC SUBWAY,07/27/2021,SPRING STREET,UNKNOWN,UNKNOWN,U,2.0,45-64,ASIAN / PACIFIC ISLANDER,F,983133,203600,40.725519819000056,-74.00403139799994,"(40.725519819000056, -74.00403139799994)",POINT (-74.00403139799994 40.725519819000056)
214122,785064453,28,MANHATTAN,07/29/2021,12:58:00,07/29/2021,13:02:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO MAN NORTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",TRANSIT - NYC SUBWAY,07/29/2021,116 STREET,UNKNOWN,BLACK,F,3.0,18-24,BLACK HISPANIC,F,998181,231480,40.80203233000003,-73.94968294499995,"(40.80203233000003, -73.94968294499995)",POINT (-73.94968294499995 40.80203233000003)
214207,932846798,14,MANHATTAN,07/30/2021,17:30:00,07/30/2021,18:01:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO MAN SOUTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",TRANSIT - NYC SUBWAY,07/30/2021,42 ST.-GRAND CENTRAL,25-44,BLACK,M,4.0,<18,WHITE HISPANIC,F,990886,213048,40.75144982400008,-73.97605054499998,"(40.751449824000076, -73.97605054499998)",POINT (-73.97605054499998 40.751449824000076)
214282,781520246,83,BROOKLYN,07/25/2021,11:30:00,07/26/2021,11:30:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BKLYN NORTH,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",TRANSIT - NYC SUBWAY,07/26/2021,WILSON AVENUE,UNKNOWN,UNKNOWN,U,33.0,UNKNOWN,UNKNOWN,D,1010584,190287,40.688939670000025,-73.90504485399998,"(40.688939670000025, -73.90504485399998)",POINT (-73.90504485399998 40.688939670000025)
214289,283908834,75,BROOKLYN,07/24/2021,06:30:00,,,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO BKLYN NORTH,414.0,"LARCENY,GRAND PERSON,NECK CHAI",TRANSIT - NYC SUBWAY,07/24/2021,GRANT AVENUE,UNKNOWN,BLACK,M,33.0,45-64,BLACK,F,1021568,185710,40.67633736300007,-73.86546353999995,"(40.676337363000066, -73.86546353999995)",POINT (-73.86546353999995 40.676337363000066)
214451,469265518,18,MANHATTAN,07/27/2021,00:50:00,,,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,233,MISDEMEANOR,,SEX CRIMES,,PATROL BORO MAN SOUTH,175.0,"SEXUAL ABUSE 3,2",TRANSIT - NYC SUBWAY,07/29/2021,57 STREET,25-44,UNKNOWN,M,1.0,18-24,ASIAN / PACIFIC ISLANDER,F,988353,217918,40.764818269000045,-73.98518977299993,"(40.764818269000045, -73.98518977299993)",POINT (-73.98518977299993 40.764818269000045)
214519,896872323,7,MANHATTAN,07/27/2021,09:14:00,07/27/2021,09:17:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,235,MISDEMEANOR,,DANGEROUS DRUGS,,PATROL BORO MAN SOUTH,511.0,"CONTROLLED SUBSTANCE, POSSESSI",TRANSIT - NYC SUBWAY,07/27/2021,DELANCEY STREET,25-44,WHITE HISPANIC,M,4.0,UNKNOWN,UNKNOWN,E,987521,201066,40.718564066000056,-73.98820145399996,"(40.718564066000056, -73.98820145399996)",POINT (-73.98820145399996 40.718564066000056)
214544,284095913,84,BROOKLYN,07/27/2021,02:55:00,07/27/2021,03:05:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,361,MISDEMEANOR,,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO BKLYN NORTH,661.0,"LEWDNESS,PUBLIC",TRANSIT - NYC SUBWAY,07/27/2021,BOROUGH HALL,25-44,BLACK,M,30.0,25-44,ASIAN / PACIFIC ISLANDER,F,986754,191591,40.692557669000045,-73.99097189599996,"(40.692557669000045, -73.99097189599996)",POINT (-73.99097189599996 40.692557669000045)
